,Card Name
10163,Waterlogged Grove
10164,Windswept Heath
10165,Wooded Foothills
10166,Yavimaya Coast
10167,Abundance
10168,Cursed Totem
10169,Null Rod
10170,"Jhoira, Weatherlight Captain"
10171,"Birgi, God of Storytelling"
10172,Dockside Extortionist
10173,Etherium Sculptor
10174,Gilded Drake
10175,Hullbreacher
10176,Phyrexian Metamorph
10177,Riddlesmith
10178,Trinket Mage
10179,"Urza, Lord High Artificer"
10180,Fabricate
10181,Gamble
10182,Gitaxian Probe
10183,Jeska's Will
10184,Reshape
10185,Timetwister
10186,Transmute Artifact
10187,Wheel of Fortune
10188,Windfall
10189,Abrade
10190,Brain Freeze
10191,Brainstorm
10192,Chain of Vapor
10193,Cyclonic Rift
10194,Deflecting Swat
10195,Dispel
10196,Dramatic Reversal
10197,Fierce Guardianship
10198,Flusterstorm
10199,Force of Will
10200,Hurkyl's Recall
10201,Mana Drain
10202,Mental Misstep
10203,Muddle the Mixture
10204,Mystical Tutor
10205,Pact of Negation
10206,Paradoxical Outcome
10207,Red Elemental Blast
10208,Resculpt
10209,Retract
10210,Swan Song
10211,Aether Spellbomb
10212,Arcane Signet
10213,Chrome Mox
10214,Cloud Key
10215,Codex Shredder
10216,Conjurer's Bauble
10217,Cursed Totem
10218,Everflowing Chalice
10219,Fellwar Stone
10220,Grim Monolith
10221,Grinding Station
10222,Helm of Awakening
10223,Isochron Scepter
10224,Izzet Signet
10225,Jeweled Amulet
10226,Jeweled Lotus
10227,Lion's Eye Diamond
10228,Lotus Petal
10229,Mana Crypt
10230,Mana Vault
10231,Mox Amber
10232,Mox Diamond
10233,Mox Opal
10234,Mystic Forge
10235,Pyrite Spellbomb
10236,Sensei's Divining Top
10237,Sol Ring
10238,Talisman of Creativity
10239,Tormod's Crypt
10240,Mystic Remora
10241,Rhystic Study
10242,Underworld Breach
10243,Words of Wind
10244,Ancient Tomb
10245,Arid Mesa
10246,Bloodstained Mire
10247,Cavern of Souls
10248,City of Brass
10249,Command Tower
10250,Fiery Islet
10251,Flooded Strand
10252,Gemstone Caverns
10253,Island
10254,Mana Confluence
10255,Misty Rainforest
10256,Mountain
10257,Polluted Delta
10258,Prismatic Vista
10259,Riverglide Pathway
10260,Scalding Tarn
10261,Shivan Reef
10262,Spirebluff Canal
10263,Steam Vents
10264,Training Center
10265,Volcanic Island
10266,Wooded Foothills
10267,Pact of Negation
10268,Chrome Mox
10269,Everflowing Chalice
10270,Jeweled Amulet
10271,"Thrasios, Triton Hero"
10272,Tymna the Weaver
10273,Arbor Elf
10274,Auriok Salvagers
10275,Avacyn's Pilgrim
10276,Birds of Paradise
10277,Bloom Tender
10278,Collector Ouphe
10279,Deathrite Shaman
10280,Drannith Magistrate
10281,Elves of Deep Shadow
10282,Elvish Mystic
10283,Faeburrow Elder
10284,Fyndhorn Elves
10285,Ghostly Pilferer
10286,Gilded Drake
10287,Hullbreacher
10288,"Jin-Gitaxias, Core Augur"
10289,Llanowar Elves
10290,Lurrus of the Dream-Den
10291,Noble Hierarch
10292,Notion Thief
10293,Opposition Agent
10294,"Razaketh, the Foulblooded"
10295,Spellseeker
10296,Thassa's Oracle
10297,"Vilis, Broker of Blood"
10298,Demonic Tutor
10299,Diabolic Intent
10300,Imperial Seal
10301,Life // Death
10302,Neoform
10303,Ponder
10304,Reanimate
10305,Timetwister
10306,Windfall
10307,Abrupt Decay
10308,Assassin's Trophy
10309,Brainstorm
10310,Dark Ritual
10311,Demonic Consultation
10312,Enlightened Tutor
10313,Entomb
10314,Fierce Guardianship
10315,Flusterstorm
10316,Force of Will
10317,Lim-Dûl's Vault
10318,Mana Drain
10319,Mental Misstep
10320,Mystical Tutor
10321,Noxious Revival
10322,Pact of Negation
10323,Silence
10324,Swan Song
10325,Tainted Pact
10326,Vampiric Tutor
10327,Veil of Summer
10328,Chrome Mox
10329,Lion's Eye Diamond
10330,Mana Crypt
10331,Mox Diamond
10332,Sol Ring
10333,Animate Dead
10334,Carpet of Flowers
10335,Dance of the Dead
10336,Mystic Remora
10337,Necromancy
10338,Rhystic Study
10339,Smothering Tithe
10340,Survival of the Fittest
10341,Sylvan Library
10342,Bayou
10343,Bloodstained Mire
10344,Breeding Pool
10345,Cephalid Coliseum
10346,City of Brass
10347,Command Tower
10348,Exotic Orchard
10349,Flooded Strand
10350,Forbidden Orchard
10351,Gaea's Cradle
10352,Gemstone Caverns
10353,Mana Confluence
10354,Marsh Flats
10355,Misty Rainforest
10356,Morphic Pool
10357,Overgrown Tomb
10358,Polluted Delta
10359,Savannah
10360,Scalding Tarn
10361,Snow-Covered Forest
10362,Tarnished Citadel
10363,Tropical Island
10364,Tundra
10365,Underground Sea
10366,Undergrowth Stadium
10367,Verdant Catacombs
10368,"Ghave, Guru of Spores"
10369,Arbor Elf
10370,Avacyn's Pilgrim
10371,Birds of Paradise
10372,Blood Artist
10373,Corpse Knight
10374,Cryptic Trilobite
10375,Dark Confidant
10376,Dauthi Voidwalker
10377,Deathrite Shaman
10378,Drannith Magistrate
10379,Elves of Deep Shadow
10380,Elvish Mystic
10381,Esper Sentinel
10382,Eternal Witness
10383,Fyndhorn Elves
10384,Generous Patron
10385,"Linvala, Keeper of Silence"
10386,Llanowar Elves
10387,Opposition Agent
10388,Priest of Titania
10389,Ranger-Captain of Eos
10390,Strangleroot Geist
10391,"Toski, Bearer of Secrets"
10392,Tymna the Weaver
10393,Young Wolf
10394,Demonic Tutor
10395,Diabolic Intent
10396,Finale of Devastation
10397,Green Sun's Zenith
10398,Imperial Seal
10399,Three Visits
10400,Yawgmoth's Will
10401,Abrupt Decay
10402,Ad Nauseam
10403,Assassin's Trophy
10404,Chord of Calling
10405,Crop Rotation
10406,Dark Ritual
10407,Eladamri's Call
10408,Enlightened Tutor
10409,Imp's Mischief
10410,Nature's Claim
10411,Noxious Revival
10412,Silence
10413,Swords to Plowshares
10414,Tainted Pact
10415,Vampiric Tutor
10416,Veil of Summer
10417,Worldly Tutor
10418,Ashnod's Altar
10419,Chrome Mox
10420,Jeweled Lotus
10421,Mana Crypt
10422,Mana Vault
10423,Mox Diamond
10424,Phyrexian Altar
10425,Skullclamp
10426,Sol Ring
10427,Tangle Wire
10428,Carpet of Flowers
10429,Deafening Silence
10430,Earthcraft
10431,Fertile Ground
10432,Necropotence
10433,Root Maze
10434,Squirrel Nest
10435,Sylvan Library
10436,Utopia Sprawl
10437,Wild Growth
10438,Ancient Tomb
10439,Arid Mesa
10440,Bayou
10441,Bloodstained Mire
10442,City of Brass
10443,Command Tower
10444,Exotic Orchard
10445,Flooded Strand
10446,Forbidden Orchard
10447,Forest
10448,Gaea's Cradle
10449,Godless Shrine
10450,Horizon Canopy
10451,Mana Confluence
10452,Marsh Flats
10453,Misty Rainforest
10454,Nurturing Peatland
10455,Overgrown Tomb
10456,Phyrexian Tower
10457,Polluted Delta
10458,Prismatic Vista
10459,Savannah
10460,Scrubland
10461,Snow-Covered Forest
10462,Snow-Covered Swamp
10463,Temple Garden
10464,Undergrowth Stadium
10465,Verdant Catacombs
10466,Windswept Heath
10467,Wooded Foothills
10468,Choke
10469,Collector Ouphe
10470,Hushbringer
10471,Plumb the Forbidden
10472,"Emry, Lurker of the Loch"
10473,Gilded Drake
10474,Hope of Ghirapur
10475,Hullbreacher
10476,Mirran Spy
10477,"Sai, Master Thopterist"
10478,Shimmer Myr
10479,Tribute Mage
10480,Trinket Mage
10481,"Urza, Lord High Artificer"
10482,Careful Study
10483,Fabricate
10484,Gitaxian Probe
10485,Merchant Scroll
10486,Ponder
10487,Preordain
10488,Reshape
10489,Sea Gate Restoration
10490,Solve the Equation
10491,Timetwister
10492,Transmute Artifact
10493,Windfall
10494,Brain Freeze
10495,Brainstorm
10496,Chain of Vapor
10497,Counterspell
10498,Cyclonic Rift
10499,Dramatic Reversal
10500,Fierce Guardianship
10501,Flusterstorm
10502,Force of Negation
10503,Force of Will
10504,Intuition
10505,Mana Drain
10506,Muddle the Mixture
10507,Mystic Reflection
10508,Mystical Tutor
10509,Narset's Reversal
10510,Pact of Negation
10511,Pongify
10512,Reality Shift
10513,Resculpt
10514,Swan Song
10515,Whir of Invention
10516,Winds of Rebuke
10517,Aether Spellbomb
10518,Chromatic Sphere
10519,Chromatic Star
10520,Chrome Mox
10521,Codex Shredder
10522,Conjurer's Bauble
10523,Grim Monolith
10524,Grinding Station
10525,Isochron Scepter
10526,Lightning Greaves
10527,Lion's Eye Diamond
10528,Lotus Petal
10529,Mana Crypt
10530,Mana Vault
10531,Mishra's Bauble
10532,Mox Amber
10533,Mox Diamond
10534,Mox Opal
10535,Sensei's Divining Top
10536,Sol Ring
10537,Soul-Guide Lantern
10538,Urza's Bauble
10539,Ancestral Knowledge
10540,Back to Basics
10541,Copy Artifact
10542,Mana Maze
10543,Mystic Remora
10544,Rhystic Study
10545,Ancient Tomb
10546,Cephalid Coliseum
10547,Emergence Zone
10548,Flooded Strand
10549,Gemstone Caverns
10550,Inventors' Fair
10551,Island
10552,"Minamo, School at Water's Edge"
10553,Mishra's Workshop
10554,Misty Rainforest
10555,Mystic Sanctuary
10556,Polluted Delta
10557,Scalding Tarn
10558,Seat of the Synod
10559,The Biblioplex
10560,Urza's Saga
10561,Pact of Negation
10562,Chrome Mox
10563,"K'rrik, Son of Yawgmoth"
10564,Blood Celebrant
10565,"Chainer, Dementia Master"
10566,Dauthi Voidwalker
10567,Gray Merchant of Asphodel
10568,Opposition Agent
10569,"Sidisi, Undead Vizier"
10570,"Vilis, Broker of Blood"
10571,Viscera Seer
10572,Agadeem's Awakening
10573,Beseech the Queen
10574,Buried Alive
10575,Crippling Fear
10576,Dark Petition
10577,Demonic Tutor
10578,Diabolic Tutor
10579,Exhume
10580,Feed the Swarm
10581,Final Parting
10582,Grim Tutor
10583,Imperial Seal
10584,Mastermind's Acquisition
10585,Night's Whisper
10586,Peer into the Abyss
10587,Praetor's Grasp
10588,Promise of Power
10589,Reanimate
10590,Sign in Blood
10591,Tendrils of Agony
10592,Toxic Deluge
10593,Yahenni's Expertise
10594,Yawgmoth's Will
10595,Baleful Mastery
10596,Bile Blight
10597,Cabal Ritual
10598,Corpse Dance
10599,Dark Ritual
10600,Deadly Rollick
10601,Demonic Consultation
10602,Entomb
10603,Grasp of Darkness
10604,Imp's Mischief
10605,Shallow Grave
10606,Stinging Study
10607,Tainted Pact
10608,Ulcerate
10609,Vampiric Tutor
10610,Victim of Night
10611,Aetherflux Reservoir
10612,Chrome Mox
10613,Conqueror's Flail
10614,Defense Grid
10615,Everflowing Chalice
10616,Grim Monolith
10617,Helm of Awakening
10618,Jet Medallion
10619,Jeweled Lotus
10620,Lotus Petal
10621,Mana Crypt
10622,Mana Vault
10623,Mox Amber
10624,Mox Diamond
10625,Mox Opal
10626,Sol Ring
10627,Animate Dead
10628,Dance of the Dead
10629,Infernal Darkness
10630,Leshrac's Sigil
10631,Necromancy
10632,Necropotence
10633,Pestilence
10634,Ancient Tomb
10635,"Boseiju, Who Shelters All"
10636,Cabal Pit
10637,Cavern of Souls
10638,City of Brass
10639,City of Traitors
10640,Command Beacon
10641,Command Tower
10642,Crystal Vein
10643,Emergence Zone
10644,Exotic Orchard
10645,Forbidden Orchard
10646,Gemstone Caverns
10647,Gemstone Mine
10648,Glimmervoid
10649,Homeward Path
10650,Ifnir Deadlands
10651,Mana Confluence
10652,"Nykthos, Shrine to Nyx"
10653,Peat Bog
10654,Prismatic Vista
10655,"Shizo, Death's Storehouse"
10656,Snow-Covered Swamp
10657,Spire of Industry
10658,Swamp
10659,Urborg
10660,"Urborg, Tomb of Yawgmoth"
10661,Urza's Saga
10662,Vault of Whispers
10663,"Thrasios, Triton Hero"
10664,Vial Smasher the Fierce
10665,Birds of Paradise
10666,Deathrite Shaman
10667,Dockside Extortionist
10668,Elves of Deep Shadow
10669,Elvish Mystic
10670,Fyndhorn Elves
10671,Gilded Drake
10672,Hullbreacher
10673,Llanowar Elves
10674,Notion Thief
10675,Opposition Agent
10676,Phantasmal Image
10677,Thassa's Oracle
10678,Demonic Tutor
10679,Diabolic Intent
10680,Gitaxian Probe
10681,Imperial Seal
10682,Neoform
10683,Ponder
10684,Timetwister
10685,Wheel of Fortune
10686,Windfall
10687,Abrupt Decay
10688,Ad Nauseam
10689,Assassin's Trophy
10690,Brain Freeze
10691,Brainstorm
10692,Chain of Vapor
10693,Culling the Weak
10694,Cyclonic Rift
10695,Dark Ritual
10696,Deflecting Swat
10697,Demonic Consultation
10698,Dispel
10699,Dramatic Reversal
10700,Fierce Guardianship
10701,Flusterstorm
10702,Force of Will
10703,Lim-Dûl's Vault
10704,Mana Drain
10705,Mental Misstep
10706,Mystical Tutor
10707,Pact of Negation
10708,Snap
10709,Swan Song
10710,Tainted Pact
10711,Vampiric Tutor
10712,Veil of Summer
10713,Winds of Rebuke
10714,Arcane Signet
10715,Chrome Mox
10716,Fellwar Stone
10717,Grim Monolith
10718,Isochron Scepter
10719,Lion's Eye Diamond
10720,Lotus Petal
10721,Mana Crypt
10722,Mana Vault
10723,Mox Amber
10724,Mox Diamond
10725,Mox Opal
10726,Sol Ring
10727,Talisman of Dominance
10728,Wishclaw Talisman
10729,Carpet of Flowers
10730,Mystic Remora
10731,Necropotence
10732,Rhystic Study
10733,Sylvan Library
10734,Underworld Breach
10735,Badlands
10736,Bayou
10737,Bloodstained Mire
10738,Breeding Pool
10739,City of Brass
10740,Command Tower
10741,Exotic Orchard
10742,Flooded Strand
10743,Forbidden Orchard
10744,Island
10745,Mana Confluence
10746,Marsh Flats
10747,Misty Rainforest
10748,Morphic Pool
10749,Polluted Delta
10750,Rejuvenating Springs
10751,Scalding Tarn
10752,Steam Vents
10753,Taiga
10754,Tropical Island
10755,Underground River
10756,Underground Sea
10757,Undergrowth Stadium
10758,Verdant Catacombs
10759,Volcanic Island
10760,Watery Grave
10761,Windswept Heath
10762,Wooded Foothills
10763,Jeska's Will
10764,Noxious Revival
10765,Preordain
10766,Yawgmoth's Will
10767,"Sygg, River Cutthroat"
10768,"Ashiok, Dream Render"
10769,"Jace, Wielder of Mysteries"
10770,"Narset, Parter of Veils"
10771,"Teferi, Master of Time"
10772,Brazen Borrower // Petty Theft
10773,Dark Confidant
10774,Dauthi Voidwalker
10775,Ghostly Pilferer
10776,Gilded Drake
10777,Hullbreacher
10778,Laboratory Maniac
10779,Mindblade Render
10780,Notion Thief
10781,Opposition Agent
10782,Phantasmal Image
10783,Phyrexian Metamorph
10784,Snapcaster Mage
10785,Spellseeker
10786,Thassa's Oracle
10787,Demonic Tutor
10788,Gitaxian Probe
10789,Imperial Seal
10790,Ponder
10791,Praetor's Grasp
10792,Preordain
10793,Timetwister
10794,Toxic Deluge
10795,Windfall
10796,Yawgmoth's Will
10797,Ad Nauseam
10798,Brainstorm
10799,Chain of Vapor
10800,Counterspell
10801,Countersquall
10802,Cyclonic Rift
10803,Dark Ritual
10804,Deadly Rollick
10805,Delay
10806,Demonic Consultation
10807,Dispel
10808,Drown in the Loch
10809,Fierce Guardianship
10810,Flusterstorm
10811,Force of Negation
10812,Force of Will
10813,Lim-Dûl's Vault
10814,Mana Drain
10815,Mental Misstep
10816,Miscast
10817,Mystical Tutor
10818,Pact of Negation
10819,Spell Pierce
10820,Swan Song
10821,Tainted Pact
10822,Vampiric Tutor
10823,Arcane Signet
10824,Chrome Mox
10825,Cursed Totem
10826,Dimir Signet
10827,Fellwar Stone
10828,Mana Crypt
10829,Mana Vault
10830,Mox Amber
10831,Mox Diamond
10832,Sol Ring
10833,Talisman of Dominance
10834,Dress Down
10835,Mystic Remora
10836,Necropotence
10837,Rhystic Study
10838,Ancient Tomb
10839,Bloodstained Mire
10840,Cabal Pit
10841,Cavern of Souls
10842,Cephalid Coliseum
10843,City of Brass
10844,Clearwater Pathway
10845,Command Tower
10846,Darkslick Shores
10847,Exotic Orchard
10848,Flooded Strand
10849,Forbidden Orchard
10850,Island
10851,Mana Confluence
10852,Marsh Flats
10853,Misty Rainforest
10854,Morphic Pool
10855,Polluted Delta
10856,Reflecting Pool
10857,River of Tears
10858,Scalding Tarn
10859,Snow-Covered Island
10860,Snow-Covered Swamp
10861,Sunken Ruins
10862,Underground River
10863,Underground Sea
10864,"Tayam, Luminous Enigma"
10865,Allosaurus Shepherd
10866,Arbor Elf
10867,Avacyn's Pilgrim
10868,Birds of Paradise
10869,Collector Ouphe
10870,Dark Confidant
10871,Dauthi Voidwalker
10872,Deathrite Shaman
10873,Devoted Druid
10874,Drannith Magistrate
10875,Elves of Deep Shadow
10876,Elvish Mystic
10877,Esper Sentinel
10878,Eternal Witness
10879,Fyndhorn Elves
10880,"Linvala, Keeper of Silence"
10881,Llanowar Elves
10882,Oakhame Adversary
10883,Opposition Agent
10884,Ranger-Captain of Eos
10885,Shield Mate
10886,Sylvan Safekeeper
10887,Tymna the Weaver
10888,Wall of Roots
10889,Demonic Tutor
10890,Diabolic Intent
10891,Eldritch Evolution
10892,Finale of Devastation
10893,Green Sun's Zenith
10894,Imperial Seal
10895,Yawgmoth's Will
10896,Abrupt Decay
10897,Ad Nauseam
10898,Assassin's Trophy
10899,Chord of Calling
10900,Crop Rotation
10901,Dark Ritual
10902,Eladamri's Call
10903,Enlightened Tutor
10904,Imp's Mischief
10905,Nature's Claim
10906,Noxious Revival
10907,Reap
10908,Silence
10909,Swords to Plowshares
10910,Tainted Pact
10911,Vampiric Tutor
10912,Veil of Summer
10913,Wax // Wane
10914,Worldly Tutor
10915,Chrome Mox
10916,Jeweled Lotus
10917,Lotus Petal
10918,Mana Crypt
10919,Mox Diamond
10920,Null Rod
10921,Sol Ring
10922,Tangle Wire
10923,Carpet of Flowers
10924,Deafening Silence
10925,Earthcraft
10926,Necropotence
10927,Root Maze
10928,Seal of Primordium
10929,Squirrel Nest
10930,Survival of the Fittest
10931,Sylvan Library
10932,Utopia Sprawl
10933,Wild Growth
10934,Arid Mesa
10935,Bayou
10936,Bloodstained Mire
10937,Centaur Garden
10938,City of Brass
10939,Command Tower
10940,Emergence Zone
10941,Exotic Orchard
10942,Flooded Strand
10943,Forbidden Orchard
10944,Forest
10945,Gaea's Cradle
10946,Godless Shrine
10947,Hashep Oasis
10948,Horizon Canopy
10949,Mana Confluence
10950,Marsh Flats
10951,Misty Rainforest
10952,Nurturing Peatland
10953,Overgrown Tomb
10954,Phyrexian Tower
10955,Polluted Delta
10956,Savannah
10957,Scrubland
10958,Snow-Covered Forest
10959,Snow-Covered Swamp
10960,Temple Garden
10961,Verdant Catacombs
10962,Windswept Heath
10963,Wooded Foothills
10964,Compost
10965,Destiny Spinner
10966,Felidar Retreat
10967,Hushbringer
10968,"Sidisi, Brood Tyrant"
10969,Apprentice Necromancer
10970,Birds of Paradise
10971,Boreal Druid
10972,Cephalid Illusionist
10973,Deathrite Shaman
10974,Elves of Deep Shadow
10975,Elvish Mystic
10976,Elvish Spirit Guide
10977,Fatestitcher
10978,Fyndhorn Elves
10979,Gilded Drake
10980,Hermit Druid
10981,Hullbreacher
10982,Laboratory Maniac
10983,Llanowar Elves
10984,Narcomoeba
10985,Phantasmal Image
10986,Spellseeker
10987,Sylvan Safekeeper
10988,Thassa's Oracle
10989,Demonic Tutor
10990,Diabolic Intent
10991,Doomsday
10992,Dread Return
10993,Eldritch Evolution
10994,Gitaxian Probe
10995,Green Sun's Zenith
10996,Imperial Seal
10997,Neoform
10998,Postmortem Lunge
10999,Abrupt Decay
11000,Ad Nauseam
11001,Brainstorm
11002,Cabal Ritual
11003,Chain of Vapor
11004,Culling the Weak
11005,Dark Ritual
11006,Demonic Consultation
11007,Dispel
11008,Entomb
11009,Flusterstorm
11010,Force of Negation
11011,Force of Will
11012,Lim-Dûl's Vault
11013,Memory's Journey
11014,Mental Misstep
11015,Miscast
11016,Mystical Tutor
11017,Nature's Claim
11018,Noxious Revival
11019,Pact of Negation
11020,Quicken
11021,Shallow Grave
11022,Spell Pierce
11023,Swan Song
11024,Tainted Pact
11025,Vampiric Tutor
11026,Veil of Summer
11027,Worldly Tutor
11028,Chrome Mox
11029,Lightning Greaves
11030,Lotus Petal
11031,Mana Crypt
11032,Mana Vault
11033,Mox Diamond
11034,Sol Ring
11035,Wishclaw Talisman
11036,Carpet of Flowers
11037,Mystic Remora
11038,Necropotence
11039,Rhystic Study
11040,Ancient Tomb
11041,Bayou
11042,Bloodstained Mire
11043,Breeding Pool
11044,Cavern of Souls
11045,City of Brass
11046,Command Tower
11047,Exotic Orchard
11048,Flooded Strand
11049,Gemstone Caverns
11050,Mana Confluence
11051,Marsh Flats
11052,Misty Rainforest
11053,Morphic Pool
11054,Nurturing Peatland
11055,Overgrown Tomb
11056,Polluted Delta
11057,Rejuvenating Springs
11058,Scalding Tarn
11059,Tropical Island
11060,Underground River
11061,Underground Sea
11062,Undergrowth Stadium
11063,Verdant Catacombs
11064,Waterlogged Grove
11065,"Jodah, Archmage Eternal"
11066,Avacyn's Pilgrim
11067,"Azami, Lady of Scrolls"
11068,"Barrin, Master Wizard"
11069,Birds of Paradise
11070,Bloom Tender
11071,"Cazur, Ruthless Stalker"
11072,"Chulane, Teller of Tales"
11073,Deathrite Shaman
11074,Dockside Extortionist
11075,Dryad of the Ilysian Grove
11076,Elves of Deep Shadow
11077,"Golos, Tireless Pilgrim"
11078,"Haldan, Avid Arcanist"
11079,"Heliod, Sun-Crowned"
11080,Hullbreacher
11081,Ignoble Hierarch
11082,Kodama of the East Tree
11083,Noble Hierarch
11084,Notion Thief
11085,Opposition Agent
11086,"Pako, Arcane Retriever"
11087,"Sisay, Weatherlight Captain"
11088,"Tasigur, the Golden Fang"
11089,Thassa's Oracle
11090,The Gitrog Monster
11091,"Thrasios, Triton Hero"
11092,"Ukkima, Stalking Shadow"
11093,"Uro, Titan of Nature's Wrath"
11094,Walking Ballista
11095,Demonic Tutor
11096,Gitaxian Probe
11097,Imperial Seal
11098,Peer into the Abyss
11099,Praetor's Grasp
11100,Sevinne's Reclamation
11101,Summer Bloom
11102,Timetwister
11103,Wheel of Fortune
11104,Wheel of Misfortune
11105,Windfall
11106,Abrupt Decay
11107,Brain Freeze
11108,Brainstorm
11109,Chain of Vapor
11110,Demonic Consultation
11111,Dramatic Reversal
11112,Enlightened Tutor
11113,Flusterstorm
11114,Intuition
11115,Lim-Dûl's Vault
11116,Mental Misstep
11117,Mystical Tutor
11118,Noxious Revival
11119,Pact of Negation
11120,Silence
11121,Tainted Pact
11122,Vampiric Tutor
11123,Veil of Summer
11124,Arcane Signet
11125,Chrome Mox
11126,Fellwar Stone
11127,Isochron Scepter
11128,Lion's Eye Diamond
11129,Lotus Petal
11130,Mana Crypt
11131,Mox Diamond
11132,Sol Ring
11133,Wishclaw Talisman
11134,Mystic Remora
11135,Rhystic Study
11136,Underworld Breach
11137,Ancient Tomb
11138,Arid Mesa
11139,Bayou
11140,Bloodstained Mire
11141,Breeding Pool
11142,City of Brass
11143,Command Tower
11144,Exotic Orchard
11145,Flooded Strand
11146,Forbidden Orchard
11147,Gemstone Caverns
11148,Mana Confluence
11149,Marsh Flats
11150,Misty Rainforest
11151,Overgrown Tomb
11152,Polluted Delta
11153,Rejuvenating Springs
11154,Savannah
11155,Scalding Tarn
11156,Taiga
11157,Tropical Island
11158,Underground Sea
11159,"Valakut, the Molten Pinnacle"
11160,Verdant Catacombs
11161,Volcanic Island
11162,Watery Grave
11163,Windswept Heath
11164,"Jeska, Thrice Reborn"
11165,Tymna the Weaver
11166,Gideon Blackblade
11167,Auriok Salvagers
11168,Aven Mindcensor
11169,Containment Priest
11170,Dockside Extortionist
11171,Drannith Magistrate
11172,Dualcaster Mage
11173,Goblin Sharpshooter
11174,Grand Abolisher
11175,"Linvala, Keeper of Silence"
11176,Loyal Apprentice
11177,Mayhem Devil
11178,Opposition Agent
11179,Ranger-Captain of Eos
11180,Serra Ascendant
11181,Simian Spirit Guide
11182,Skyclave Apparition
11183,Stonecoil Serpent
11184,"Valki, God of Lies"
11185,Agadeem's Awakening
11186,Cabal Therapy
11187,Demonic Tutor
11188,Diabolic Intent
11189,Heat Shimmer
11190,Imperial Seal
11191,Jeska's Will
11192,Play of the Game
11193,Praetor's Grasp
11194,Rite of Flame
11195,Scheming Symmetry
11196,Shatterskull Smashing
11197,Thoughtseize
11198,Twinflame
11199,Wheel of Fortune
11200,Wheel of Misfortune
11201,Winds of Abandon
11202,Chaos Warp
11203,Corpse Dance
11204,Dark Ritual
11205,Deadly Rollick
11206,Deflecting Swat
11207,Enlightened Tutor
11208,Fire Covenant
11209,Force of Despair
11210,Kabira Takedown
11211,Lightning Bolt
11212,Path to Exile
11213,Pyroblast
11214,Red Elemental Blast
11215,Silence
11216,Swords to Plowshares
11217,Tainted Pact
11218,Unexpectedly Absent
11219,Vampiric Tutor
11220,Arcane Signet
11221,Chrome Mox
11222,Cursed Totem
11223,Fellwar Stone
11224,Grafdigger's Cage
11225,Jeweled Lotus
11226,Lion's Eye Diamond
11227,Lotus Petal
11228,Mana Crypt
11229,Mana Vault
11230,Mox Diamond
11231,Sol Ring
11232,Weathered Runestone
11233,Wishclaw Talisman
11234,Darksteel Mutation
11235,Goblin Bombardment
11236,Rest in Peace
11237,Splinter Twin
11238,Stranglehold
11239,Ancient Tomb
11240,Arid Mesa
11241,Badlands
11242,Blood Crypt
11243,Bloodstained Mire
11244,City of Brass
11245,Command Tower
11246,Exotic Orchard
11247,Fetid Heath
11248,Flooded Strand
11249,Gemstone Caverns
11250,Godless Shrine
11251,Luxury Suite
11252,Mana Confluence
11253,Marsh Flats
11254,Plateau
11255,Polluted Delta
11256,Sacred Foundry
11257,Scalding Tarn
11258,Scrubland
11259,Spectator Seating
11260,Urza's Saga
11261,Verdant Catacombs
11262,Windswept Heath
11263,Wooded Foothills
11264,Nexus of Fate
11265,"Narset, Parter of Veils"
11266,Grand Abolisher
11267,Hullbreacher
11268,Opposition Agent
11269,Phantasmal Image
11270,Spellseeker
11271,Thassa's Oracle
11272,"Yennett, Cryptic Sovereign"
11273,Demonic Tutor
11274,Doomsday
11275,Gitaxian Probe
11276,Imperial Seal
11277,Mnemonic Betrayal
11278,Peer into the Abyss
11279,Personal Tutor
11280,Ponder
11281,Praetor's Grasp
11282,Preordain
11283,Timetwister
11284,Windfall
11285,Yawgmoth's Will
11286,Ad Nauseam
11287,Brainstorm
11288,Cabal Ritual
11289,Chain of Vapor
11290,Cyclonic Rift
11291,Dark Ritual
11292,Demonic Consultation
11293,Dramatic Reversal
11294,Enlightened Tutor
11295,Ephemerate
11296,Fierce Guardianship
11297,Flusterstorm
11298,Force of Negation
11299,Force of Will
11300,Lim-Dûl's Vault
11301,Mental Misstep
11302,Miscast
11303,Mystical Tutor
11304,Narset's Reversal
11305,Pact of Negation
11306,Rushing River
11307,Silence
11308,Swan Song
11309,Swords to Plowshares
11310,Tainted Pact
11311,Vampiric Tutor
11312,Arcane Signet
11313,Chrome Mox
11314,Embercleave
11315,Fellwar Stone
11316,Grim Monolith
11317,Isochron Scepter
11318,Jeweled Lotus
11319,Lightning Greaves
11320,Lion's Eye Diamond
11321,Lotus Petal
11322,Mana Crypt
11323,Mana Vault
11324,Mox Diamond
11325,Mox Opal
11326,Scroll Rack
11327,Sensei's Divining Top
11328,Sol Ring
11329,Talisman of Dominance
11330,Talisman of Progress
11331,Wishclaw Talisman
11332,Mystic Remora
11333,Necropotence
11334,Rhystic Study
11335,Smothering Tithe
11336,Ancient Tomb
11337,Arid Mesa
11338,Bloodstained Mire
11339,City of Brass
11340,Command Tower
11341,Exotic Orchard
11342,Flooded Strand
11343,Gemstone Caverns
11344,Godless Shrine
11345,Hallowed Fountain
11346,Island
11347,Mana Confluence
11348,Marsh Flats
11349,Misty Rainforest
11350,Morphic Pool
11351,Polluted Delta
11352,Scalding Tarn
